title,price,city,model,mileage,fuel_type,transmission,registered,color,assembly,engine_capacity,post_date,price_category,mileage_category,post_day_of_week,vehicle_age
Toyota Hilux 2002,2750000,Faisalabad,2002,34032,Diesel,Not Available,Punjab,Blue,Local,2400,2024-04-24,Medium,Low,Wednesday,22
Toyota Corolla Altis 1.6 X CVT-i 2022,6200000,Lahore,2022,44138,Petrol,Automatic,Lahore,Super White,Local,1600,2024-04-24,High,Low,Wednesday,2
Honda City 1.3 i-VTEC 2019,3250000,Karachi,2019,99000,Petrol,Not Available,Karachi,Taffeta White,Local,1300,2024-04-24,Medium,Medium,Wednesday,5
Suzuki Mehran VX 1990,390000,Faisalabad,1990,100000,Petrol,Not Available,Lahore,White,Local,800,2024-04-24,Low,Medium,Wednesday,34
Suzuki Alto G 2013,2250000,Lahore,2013,70885,Petrol,Automatic,Lahore,Bluish Black Pearl,Imported,660,2024-04-24,Medium,Medium,Wednesday,11
Hyundai Terracan 2.9 CRTD 2007,4900000,Islamabad,2007,50000,Diesel,Automatic,Sindh,Black,Imported,3000,2024-04-24,High,Low,Wednesday,17
Toyota Prius A Touring Selection 2019,8200000,Peshawar,2019,55510,Hybrid,Automatic,Un-Registered,Unlisted,Imported,1800,2024-04-24,High,Medium,Wednesday,5
KIA Sportage FWD 2020,7000000,Lahore,2020,100000,Petrol,Automatic,Lahore,Black,Local,2000,2024-04-24,High,Medium,Wednesday,4
Suzuki Mehran 2006,750000,Islamabad,2006,200000,Petrol,Not Available,Rawalpindi,Silver,Local,800,2024-04-24,Low,High,Wednesday,18
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2011,2775000,Lahore,2011,124000,Petrol,Automatic,Lahore,Silky Silver,Local,1800,2024-04-24,Medium,High,Wednesday,13
Honda City EXi S Automatic 2002,1150000,Rawalpindi,2002,195000,Petrol,Automatic,Islamabad,Silver,Local,1300,2024-04-24,Low,High,Wednesday,22
Toyota Pixis Epoch X 2021,3650000,Karachi,2021,16000,Petrol,Automatic,Un-Registered,Bronze,Imported,660,2024-04-24,Medium,Low,Wednesday,3
Toyota Corolla 2007,1900000,Karachi,2007,300000,Petrol,Not Available,Karachi,Silver,Local,1300,2024-04-24,Low,High,Wednesday,17
Toyota Vitz F 1.0 2014,3200000,Karachi,2014,62000,Petrol,Automatic,Sindh,Polar White,Imported,1000,2024-04-24,Medium,Medium,Wednesday,10
Toyota Aqua G LED Soft Leather Selection  2015,4850000,Islamabad,2015,108000,Hybrid,Automatic,Islamabad,White,Imported,1500,2024-04-24,High,High,Wednesday,9
Suzuki Mehran VXR 2007,685000,Lahore,2007,39608,Petrol,Not Available,Lahore,Snow White Pearl,Local,800,2024-04-24,Low,Low,Wednesday,17
Prince Pearl MT 2022,1425000,Lahore,2022,17000,Petrol,Not Available,Punjab,Noble White,Local,800,2024-04-24,Low,Low,Wednesday,2
Toyota Prado TX L Package 2.7 2011,15500000,Karachi,2011,130000,Petrol,Automatic,Karachi,Attitude Black Mica,Imported,2700,2024-04-24,High,High,Wednesday,13
Proton Gen 2 2006,1300000,Karachi,2006,100000,Petrol,Automatic,Karachi,Beige,Imported,1600,2024-04-24,Low,Medium,Wednesday,18
Proton Saga 1.3L Ace A/T 2022,3920000,Peshawar,2022,18000,Petrol,Automatic,Peshawar,White,Local,1300,2024-04-24,Medium,Low,Wednesday,2
Toyota Corolla GL Saloon 1986,450000,Peshawar,2005,153000,Petrol,Not Available,Lahore,White,Local,1500,2024-04-24,Low,High,Wednesday,19
Honda Civic Oriel 1.8 i-VTEC CVT 2021,6300000,Karachi,2021,58000,Petrol,Automatic,Sindh,Taffeta White,Local,1800,2024-04-24,High,Medium,Wednesday,3
Nissan Serena HIGHWAY STAR 2019,7100000,Lahore,2019,77100,Hybrid,Automatic,Un-Registered,White,Imported,1200,2024-04-24,High,Medium,Wednesday,5
Suzuki Khyber GA 1996,650000,Rawalpindi,1996,365000,Petrol,Not Available,Rawalpindi,White,Local,1000,2024-04-24,Low,High,Wednesday,28
Suzuki Swift DLX Automatic 1.3 Navigation 2019,2800000,Lahore,2019,120000,Petrol,Automatic,Sindh,Gold,Local,1300,2024-04-24,Medium,High,Wednesday,5
Toyota Yaris ATIV X CVT 1.5 2022,4650000,Lahore,2022,35000,Petrol,Automatic,Punjab,Super White,Local,1500,2024-04-24,High,Low,Wednesday,2
Suzuki Alto VXR 2010,850000,Kohat,2010,150000,Petrol,Not Available,Sindh,Silky Silver,Local,1000,2024-04-24,Low,High,Wednesday,14
Honda Civic VTi Prosmatec 1.8 i-VTEC 2009,2390000,Sialkot,2009,201336,Petrol,Automatic,Lahore,Crystal Black,Local,1800,2024-04-24,Medium,High,Wednesday,15
Toyota Corolla SE Saloon Automatic 2003,1950000,Nowshera cantt,2003,150000,Petrol,Automatic,Lahore,Silver,Local,1600,2024-04-24,Low,High,Wednesday,21
Suzuki Wagon R VXL 2023,3350000,Multan,2023,372,Petrol,Not Available,Lahore,White,Local,1000,2024-04-24,Medium,Low,Wednesday,1
Suzuki Mehran VX 1999,575000,Rawalpindi,1999,999,Petrol,Not Available,Lahore,Beige,Local,800,2024-04-24,Low,Low,Wednesday,25
Suzuki Alto X 2020,3375000,Sialkot,2020,50000,Petrol,Automatic,Un-Registered,White,Imported,660,2024-04-24,Medium,Low,Wednesday,4
Suzuki Khyber 2000,680000,Pindi gheb,2000,46557,Petrol,Not Available,Lahore,White,Local,1000,2024-04-24,Low,Low,Wednesday,24
Mitsubishi Ek Wagon E 2021,3425000,Karachi,2021,1000,Petrol,Automatic,Un-Registered,White,Imported,660,2024-04-24,Medium,Low,Wednesday,3
Honda Civic VTi Oriel 1.8 i-VTEC 2007,1960000,Jhelum,2007,182000,Petrol,Not Available,Lahore,Grey,Local,1800,2024-04-24,Low,High,Wednesday,17
Suzuki Khyber Plus 1998,415000,Karachi,1998,63000,Petrol,Not Available,Karachi,Grey,Local,1000,2024-04-24,Low,Medium,Wednesday,26
Suzuki Bolan VX (CNG) 2007,680000,Abbottabad,2007,94653,Petrol,Not Available,Abbottabad,White,Local,800,2024-04-24,Low,Medium,Wednesday,17
Honda City 1.5L ASPIRE CVT 2022,5200000,Karachi,2022,19000,Petrol,Automatic,Sindh,Taffeta White,Local,1497,2024-04-24,High,Low,Wednesday,2
Toyota Premio F 1.5 2007,3300000,Jhang,2007,130000,Petrol,Automatic,Punjab,Super White,Imported,1500,2024-04-24,Medium,High,Wednesday,17
Daihatsu Move L SA 3 2020,3600000,Karachi,2020,25000,Petrol,Automatic,Karachi,White,Imported,660,2024-04-24,Medium,Low,Wednesday,4
KIA Sportage FWD 2022,7290000,Faisalabad,2022,51000,Petrol,Automatic,Punjab,White,Imported,2000,2024-04-24,High,Medium,Wednesday,2
Toyota Corolla XE 1996,1250000,Mansehra,1996,250000,Petrol,Not Available,Karachi,Black,Local,1300,2024-04-24,Low,High,Wednesday,28
Nissan Patrol 1997,5200000,Islamabad,1997,200000,Petrol,Automatic,Quetta,White,Imported,4500,2024-04-24,High,High,Wednesday,27
Suzuki Mehran VXR Euro II 2019,1620000,Rawalpindi,2019,35000,Petrol,Not Available,Punjab,Solid White,Local,796,2024-04-24,Low,Low,Wednesday,5
Proton X70 Premium FWD 2022,6700000,Karachi,2022,22000,Petrol,Automatic,Karachi,Black,Imported,1500,2024-04-24,High,Low,Wednesday,2
Honda Vezel Hybrid Z 2015,5500000,Islamabad,2015,106000,Hybrid,Automatic,Islamabad,White,Imported,1500,2024-04-24,High,High,Wednesday,9
Daihatsu Mira 2021,3950000,Peshawar,2021,1,Petrol,Automatic,Un-Registered,White,Imported,660,2024-04-24,Medium,Low,Wednesday,3
Suzuki Every 2011,1695000,Abbottabad,2011,100000,Petrol,Automatic,Islamabad,Silver,Imported,660,2024-04-24,Low,Medium,Wednesday,13
Suzuki Alto Lapin 2016,2575000,Lahore,2016,65000,Petrol,Automatic,Punjab,Beige,Imported,660,2024-04-24,Medium,Medium,Wednesday,8
Mitsubishi Pajero Mini Limited 1995,1450000,Islamabad,1995,205063,Petrol,Automatic,Islamabad,Blue,Imported,660,2024-04-24,Low,High,Wednesday,29
Honda City 1.3 i-VTEC 2018,3450000,Karachi,2018,73000,Petrol,Not Available,Sindh,Crystal Black Pearl,Local,1300,2024-04-24,Medium,Medium,Wednesday,6
Toyota Corolla XLi VVTi 2009,2250000,Fateh jang,2009,18,Petrol,Not Available,Lahore,Attitude Black,Local,1300,2024-04-24,Medium,Low,Wednesday,15
Daihatsu Hijet Deluxe 2018,2350000,Gujranwala,2018,50000,Petrol,Automatic,Un-Registered,White,Imported,660,2024-04-24,Medium,Low,Wednesday,6
Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2023,0,Lahore,2023,8000,Petrol,Automatic,Punjab,White,Local,1800,2024-04-24,Low,Low,Wednesday,1
Honda City 1.3 i-VTEC Prosmatec 2011,3450000,Peshawar,2011,78000,Petrol,Automatic,Peshawar,Gold,Local,1300,2024-04-24,Medium,Medium,Wednesday,13
Honda Civic 1984,380000,Rawalpindi,2007,200000,Petrol,Not Available,Lahore,Green,Imported,1300,2024-04-24,Low,High,Wednesday,17
Suzuki Cultus VXR 2006,819999,Yazman mandi,2006,90000,Petrol,Not Available,Punjab,Silver,Local,1000,2024-04-24,Low,Medium,Wednesday,18
Suzuki Baleno JXL 2002,1035000,Islamabad,2002,99000,Petrol,Not Available,Lahore,Silver,Local,1300,2024-04-24,Low,Medium,Wednesday,22
Toyota Crown 2000,3250000,Gujar khan,2000,400000,Petrol,Not Available,Lahore,White,Imported,2000,2024-04-24,Medium,High,Wednesday,24
Toyota Passo X L Package 2016,2600000,Rawalpindi,2016,80000,Petrol,Automatic,Lahore,Purple,Imported,1000,2024-04-24,Medium,Medium,Wednesday,8
Suzuki Jimny 2013,2250000,Gujranwala,2013,100000,Petrol,Automatic,Lahore,Sky Blue,Imported,660,2024-04-24,Medium,Medium,Wednesday,11
Honda Vezel 2016,6950000,Islamabad,2016,69000,Hybrid,Automatic,Islamabad,White,Imported,1500,2024-04-24,High,Medium,Wednesday,8
Suzuki Alto L 2018,2500000,Gujranwala,2018,60000,Petrol,Automatic,Punjab,Red Wine,Imported,660,2024-04-24,Medium,Medium,Wednesday,6
Toyota Corolla Axio X 1.5 2007,2950000,Gujranwala,2007,100000,Petrol,Automatic,Gujranwala,Silver,Imported,1500,2024-04-24,Medium,Medium,Wednesday,17
Honda Accord 24TL 2012,4900000,Karachi,2012,70500,Petrol,Automatic,Karachi,Black,Imported,2400,2024-04-24,High,Medium,Wednesday,12
Toyota Corolla 1984,1430000,Islamabad,2006,50000,Petrol,Not Available,Swat,White,Imported,2000,2024-04-24,Low,Low,Wednesday,18
Suzuki Mehran VXR Euro II 2016,1175000,Lahore,2016,75000,Petrol,Not Available,Lahore,White,Local,800,2024-04-24,Low,Medium,Wednesday,8
Nissan Dayz 2020,3500000,Gujranwala,2020,89000,Petrol,Automatic,Punjab,White,Imported,660,2024-04-24,Medium,Medium,Wednesday,4
Suzuki Ravi 2001,700000,Gujranwala,2001,73500,Petrol,Not Available,Punjab,White,Local,660,2024-04-24,Low,Medium,Wednesday,23
Changan Alsvin 1.5L DCT Comfort 2021,3400000,Mandi bahauddin,2021,47,Petrol,Automatic,Punjab,White,Local,1500,2024-04-24,Medium,Low,Wednesday,3
Suzuki Every Wagon JP Turbo 2017,3600000,Gujranwala,2017,65000,Petrol,Automatic,Punjab,Pearl White,Imported,660,2024-04-24,Medium,Medium,Wednesday,7
Toyota Vitz F 1.0 2012,2700000,Gujranwala,2012,100000,Petrol,Automatic,Lahore,Silver,Imported,1000,2024-04-24,Medium,Medium,Wednesday,12
Suzuki Mehran VX Euro II 2016,1175000,Lahore,2016,75000,Petrol,Not Available,Lahore,Solid White,Local,796,2024-04-24,Low,Medium,Wednesday,8
Toyota Passo X 2016,2950000,Gujranwala,2016,100000,Petrol,Automatic,Lahore,Silver,Imported,1000,2024-04-24,Medium,Medium,Wednesday,8
Suzuki Cultus VXRi 2008,950000,Gujranwala,2008,100000,Petrol,Not Available,Lahore,White,Local,1000,2024-04-24,Low,Medium,Wednesday,16
Honda N Wgn G 2020,3600000,Gujranwala,2020,20000,Petrol,Automatic,Un-Registered,Black,Imported,660,2024-04-24,Medium,Low,Wednesday,4
Honda N Wgn Custom G L Package 2015,2700000,Gujranwala,2015,80000,Petrol,Automatic,Lahore,Black,Imported,660,2024-04-24,Medium,Medium,Wednesday,9
Toyota Prado TX L Package 2.7 2019,28500000,Gujranwala,2019,44000,Petrol,Automatic,Un-Registered,Pearl White,Imported,2700,2024-04-24,High,Low,Wednesday,5
Toyota Yaris Hatchback 2020,3900000,Gujranwala,2020,39000,Petrol,Automatic,Un-Registered,Silver,Imported,1000,2024-04-24,Medium,Low,Wednesday,4
Suzuki Mehran VXR Euro II 2017,1170000,Daska,2017,75000,Petrol,Not Available,Lahore,Graphite Grey,Local,796,2024-04-24,Low,Medium,Wednesday,7
Honda City 1.3 i-VTEC 2016,2850000,Lahore,2016,115000,Petrol,Not Available,Punjab,Black,Local,1300,2024-04-24,Medium,High,Wednesday,8
Toyota Corolla XLi 2007,1750000,Karachi,2007,112000,Petrol,Not Available,Sindh,Black,Local,1300,2024-04-24,Low,High,Wednesday,17
Toyota Corolla Altis CVT-i 1.8 2015,4450000,Lahore,2015,78000,Petrol,Automatic,Lahore,Silver Metallic,Local,1800,2024-04-24,High,Medium,Wednesday,9
Honda Civic Turbo 1.5 VTEC CVT 2016,4950000,Multan,2016,120000,Petrol,Automatic,Punjab,Brilliant Blue Metallic,Local,1500,2024-04-24,High,High,Wednesday,8
Subaru Pleo A 2015,2350000,Gujranwala,2015,85000,Petrol,Automatic,Punjab,White,Imported,660,2024-04-24,Medium,Medium,Wednesday,9
Honda City Aspire Prosmatec 1.5 i-VTEC 2019,4000000,Dera ismail khan,2019,80000,Petrol,Automatic,Sindh,Lunar Silver Metallic,Local,1500,2024-04-24,Medium,Medium,Wednesday,5
Suzuki Wagon R VXL 2017,2700000,Khushab,2017,70000,Petrol,Not Available,Lahore,White,Local,1000,2024-04-24,Medium,Medium,Wednesday,7
Suzuki Alto VXR 2022,2500000,Rahim yar khan,2022,22500,Petrol,Not Available,Punjab,Solid White,Local,660,2024-04-24,Medium,Low,Wednesday,2
Toyota Hilux Vigo Champ G 2013,5975000,Karachi,2013,78000,Diesel,Automatic,Karachi,Medium Silver,Local,2500,2024-04-24,High,Medium,Wednesday,11
Honda Vezel Hybrid X L Package 2015,5650000,Islamabad,2015,88450,Petrol,Automatic,Islamabad,Silver,Imported,1500,2024-04-24,High,Medium,Wednesday,9
Toyota Corolla Altis Grande CVT-i 1.8 2019,5475000,Hafizabad,2019,62000,Petrol,Automatic,Lahore,Super white,Local,1800,2024-04-24,High,Medium,Wednesday,5
Toyota Belta X 1.0 2009,2200000,Lahore,2009,168736,Petrol,Automatic,Lahore,Super White,Imported,1000,2024-04-24,Low,High,Wednesday,15
Mitsubishi Pajero 1989,1500000,Peshawar,2005,100000,Petrol,Not Available,Lahore,Silver,Imported,2000,2024-04-24,Low,Medium,Wednesday,19
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2013,3425000,Lahore,2013,97000,Petrol,Automatic,Lahore,Taffeta White,Local,1800,2024-04-24,Medium,Medium,Wednesday,11
Toyota Corolla XLi VVTi 2016,2900000,Toba tek singh,2016,140000,Petrol,Not Available,Lahore,Attitude Black,Local,1300,2024-04-24,Medium,High,Wednesday,8
Honda Civic VTi Oriel 1.6 2006,1750000,Karachi,2006,116000,Petrol,Not Available,Sindh,Metallic Grey,Local,1600,2024-04-24,Low,High,Wednesday,18
Toyota Corolla Altis Automatic 1.6 2018,5000000,Gujranwala,2018,55767,Petrol,Automatic,Lahore,Grey,Local,1600,2024-04-24,High,Medium,Wednesday,6
Honda Civic Oriel 1.8 i-VTEC CVT 2021,7000000,Multan,2021,60000,Petrol,Automatic,Islamabad,Taffeta White,Local,1800,2024-04-24,High,Medium,Wednesday,3
KIA Sportage FWD 2022,7400000,Rawalpindi,2022,27000,Petrol,Automatic,Islamabad,White,Local,2000,2024-04-24,High,Low,Wednesday,2
Suzuki Mehran VXR Euro II 2015,919999,Islamabad,2015,79999,Petrol,Not Available,Lahore,Graphite Grey,Local,796,2024-04-24,Low,Medium,Wednesday,9
Suzuki Mehran VX 2000,580000,Sialkot,2000,72000,Petrol,Not Available,Lahore,Snow White Pearl,Local,800,2024-04-24,Low,Medium,Wednesday,24
Suzuki Swift DX 1.3 2011,1850000,Lahore,2011,157718,Petrol,Not Available,Islamabad,Silver,Local,1300,2024-04-24,Low,High,Wednesday,13
Honda Vezel Hybrid Z 2015,6500000,Lahore,2015,38000,Hybrid,Automatic,Lahore,White,Imported,1500,2024-04-24,High,Low,Wednesday,9
Honda Civic VTi Oriel UG 1.6 2006,1739999,Islamabad,2006,220000,Petrol,Not Available,Punjab,Crystal Black,Local,1600,2024-04-24,Low,High,Wednesday,18
Suzuki Swift DLX 1.3 Navigation  2019,2625000,Sheikhupura,2019,64000,Petrol,Not Available,Lahore,Solid White,Local,1300,2024-04-24,Medium,Medium,Wednesday,5
KIA Pride 1996,300000,Karachi,1996,1,Petrol,Automatic,Sindh,Grey,Local,660,2024-04-24,Low,Low,Wednesday,28
Toyota Yaris 2021,4800000,Karachi,2021,84000,Petrol,Automatic,Un-Registered,White,Imported,1500,2024-04-24,High,Medium,Wednesday,3
Toyota Prius S 1.5 2011,3350000,Islamabad,2011,119321,Hybrid,Automatic,Islamabad,White,Imported,1500,2024-04-24,Medium,High,Wednesday,13
Toyota Corolla GLi 1.3 VVTi 2019,3890000,Islamabad,2019,74000,Petrol,Not Available,Sindh,Strong Blue,Local,1300,2024-04-24,Medium,Medium,Wednesday,5
Suzuki Alto VX 2012,969999,Depal pur,2012,280000,Petrol,Not Available,Multan,Graphite Grey,Imported,1000,2024-04-24,Low,High,Wednesday,12
Suzuki Wagon R VXL 2018,2420000,Gujranwala,2018,75000,Petrol,Not Available,Lahore,Solid White,Local,1000,2024-04-24,Medium,Medium,Wednesday,6
Suzuki Bolan VX Euro II 2015,1100000,Attock,2015,2500,Petrol,Not Available,Sindh,Solid White,Local,800,2024-04-24,Low,Low,Wednesday,9
Honda Vezel Hybrid Z 2014,4850000,Karachi,2014,60000,Hybrid,Automatic,Karachi,White,Imported,1500,2024-04-24,High,Medium,Wednesday,10
Suzuki Wagon R 2021,4200000,Rawalpindi,2021,46000,Hybrid,Automatic,Islamabad,Black,Imported,660,2024-04-24,High,Low,Wednesday,3
Ford Crown Victoria 1988,4500000,Karachi,2024,1,Petrol,Automatic,Karachi,Red,Imported,5000,2024-04-24,High,Low,Wednesday,0
Suzuki Mehran VXR Euro II 2017,1400000,Jhang,2017,73000,Petrol,Not Available,Lahore,Silky Silver,Local,796,2024-04-24,Low,Medium,Wednesday,7
Suzuki Alto 2014,2400000,Faisalabad,2014,86000,Petrol,Automatic,Punjab,Burgundy,Imported,660,2024-04-24,Medium,Medium,Wednesday,10
Toyota Aqua G LED Soft Leather Selection  2017,6400000,Karachi,2017,22000,Hybrid,Automatic,Karachi,White,Imported,1500,2024-04-24,High,Low,Wednesday,7
Suzuki Mehran VX Euro II Limited Edition 2019,1450000,Faisalabad,2019,80,Petrol,Not Available,Lahore,Solid White,Local,796,2024-04-24,Low,Low,Wednesday,5
Suzuki Every 2018,2940000,Rawalpindi,2018,103458,Petrol,Automatic,Islamabad,White,Imported,660,2024-04-24,Medium,High,Wednesday,6
Hyundai Tucson 2023,8790000,Pir mahal,2023,25500,Petrol,Automatic,Islamabad,White,Local,2000,2024-04-24,High,Low,Wednesday,1
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2014,3985000,Kharian,2014,85000,Petrol,Automatic,Lahore,Taffeta White,Local,1800,2024-04-24,Medium,Medium,Wednesday,10
Suzuki Alto VXR (CNG) 2007,819999,Lahore,2007,12345,Petrol,Not Available,Karachi,Silver,Local,1000,2024-04-24,Low,Low,Wednesday,17
Suzuki Cultus Auto Gear Shift 2023,4200000,Khairpur mir,2023,9000,Petrol,Automatic,Sindh,White,Local,1000,2024-04-24,High,Low,Wednesday,1
Suzuki Jimny Sierra 1996,1800000,Bahawalpur,1996,135000,Petrol,Not Available,Lahore,Silver,Imported,1600,2024-04-24,Low,High,Wednesday,28
Honda Civic Oriel 1.8 i-VTEC CVT 2019,5820000,Lahore,2019,58000,Petrol,Automatic,Lahore,Taffeta White,Local,1800,2024-04-24,High,Medium,Wednesday,5
Suzuki Alto VXR 2005,1380000,Karachi,2005,31000,Petrol,Not Available,Karachi,White,Local,1000,2024-04-24,Low,Low,Wednesday,19
Suzuki Alto VXR 2021,2350000,Karachi,2021,32500,Petrol,Not Available,Sindh,White,Local,660,2024-04-24,Medium,Low,Wednesday,3
Suzuki Khyber 2000,509999,Rawalpindi,2000,100000,Petrol,Not Available,Lahore,Black,Imported,1000,2024-04-24,Low,Medium,Wednesday,24
Toyota Corolla Altis Automatic 1.6 2015,3750000,Gujrat,2015,260000,Petrol,Automatic,Lahore,Phantom Brown,Local,1600,2024-04-24,Medium,High,Wednesday,9
Honda Civic VTi Prosmatec 1.8 i-VTEC 2013,3130000,Mandi bahauddin,2013,169900,Petrol,Automatic,Lahore,Crystal Black,Local,1800,2024-04-24,Medium,High,Wednesday,11
Suzuki Alto L 2016,2450000,Islamabad,2016,108000,Petrol,Automatic,Islamabad,White,Imported,660,2024-04-24,Medium,High,Wednesday,8
Suzuki Cultus VXL 2019,2780000,Karachi,2019,90000,Petrol,Not Available,Sindh,White,Local,1000,2024-04-24,Medium,Medium,Wednesday,5
Toyota Corolla Altis 1.8 2009,2600000,Rawalpindi,2009,165000,Petrol,Not Available,Islamabad,Bronze,Local,1800,2024-04-24,Medium,High,Wednesday,15
Toyota Corolla XE 2000,1290000,Peshawar,2000,200000,Petrol,Not Available,Islamabad,Gold,Local,1300,2024-04-24,Low,High,Wednesday,24
Toyota Corolla Fielder X Special Edition 2007,2800000,Peshawar,2007,260000,Petrol,Automatic,Islamabad,White,Imported,1500,2024-04-24,Medium,High,Wednesday,17
Nissan Clipper E Four Aero Version 2018,2650000,Lahore,2018,85000,Petrol,Automatic,Lahore,Silver,Imported,660,2024-04-24,Medium,Medium,Wednesday,6
Suzuki Mehran VX Euro II 2016,1250000,Gujar khan,2016,68275,Petrol,Not Available,Islamabad,Solid White,Local,796,2024-04-24,Low,Medium,Wednesday,8
Suzuki Alto VXR 2007,700000,Karachi,2007,92000,Petrol,Not Available,Sindh,White,Local,1000,2024-04-24,Low,Medium,Wednesday,17
Suzuki Khyber GA 1992,450000,Lahore,1992,100000,Petrol,Not Available,Lahore,Maroon,Local,1000,2024-04-24,Low,Medium,Wednesday,32
Toyota Corolla GLi Automatic 1.3 VVTi 2016,3600000,Multan,2016,70000,Petrol,Automatic,Multan,White,Local,1300,2024-04-24,Medium,Medium,Wednesday,8
KIA Sportage FWD 2021,7300000,Multan,2021,33000,Petrol,Automatic,Islamabad,White,Local,2000,2024-04-24,High,Low,Wednesday,3
Suzuki Baleno JXR 2005,1150000,Multan,2005,120000,Petrol,Not Available,Sindh,Gold,Local,1300,2024-04-24,Low,High,Wednesday,19
Mitsubishi Minica 2014,1400000,Lahore,2014,170000,Petrol,Automatic,Lahore,White,Imported,800,2024-04-24,Low,High,Wednesday,10
Suzuki Alto VXR (CNG) 2009,830000,Karachi,2009,145000,Petrol,Not Available,Sindh,Grey,Local,1000,2024-04-24,Low,High,Wednesday,15
Suzuki Swift DLX Automatic 1.3 Navigation 2019,2930000,Karachi,2019,34100,Petrol,Automatic,Karachi,White,Local,1300,2024-04-24,Medium,Low,Wednesday,5
Suzuki Bolan VX (CNG) 1992,500000,Hala,1992,120,Petrol,Not Available,Hala,Solid White,Local,800,2024-04-24,Low,Low,Wednesday,32
Toyota Corolla X 1.5 2005,3150000,Kohat,2005,265000,Petrol,Automatic,Lahore,Silver,Imported,1500,2024-04-24,Medium,High,Wednesday,19
Toyota Passo Plus Hana C 2012,2550000,Rawalpindi,2012,160000,Petrol,Automatic,Islamabad,Black,Imported,1000,2024-04-24,Medium,High,Wednesday,12
Suzuki Alto VXR 2010,940000,Karachi,2010,10000,Petrol,Not Available,Karachi,Graphite Grey,Local,1000,2024-04-24,Low,Low,Wednesday,14
Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2021,6195000,Karachi,2021,18000,Petrol,Automatic,Karachi,Attitude Black,Local,1800,2024-04-24,High,Low,Wednesday,3
Toyota Vitz F 1.0 1999,1964999,Peshawar,1999,130000,Petrol,Automatic,Islamabad,Silver,Imported,1000,2024-04-24,Low,High,Wednesday,25
Toyota C-HR G-LED 2019,8680000,Peshawar,2019,123000,Hybrid,Automatic,Un-Registered,Black,Imported,1800,2024-04-24,High,High,Wednesday,5
Honda City i-DSI 2007,2000000,Jhang,2007,140000,Petrol,Not Available,Lahore,Alabaster Silver,Local,1300,2024-04-24,Low,High,Wednesday,17
